CHROMATOGRAM,
GC27_1.raw,
Data points: 42010,
Time,Intensity
59.146667,7500
59.148333,7502
59.15,7502
59.151667,7503
59.153333,7501
59.155,7499
59.156667,7499
59.158333,7498
59.16,7500
59.161667,7498
59.163333,7496
59.165,7495
59.166667,7493
59.168333,7488
59.17,7487
59.171667,7485
59.173333,7487
59.175,7488
59.176667,7485
59.178333,7481
59.18,7476
59.181667,7470
59.183333,7466
59.185,7465
59.186667,7464
59.188333,7463
59.19,7464
59.191667,7466
59.193333,7467
59.195,7467
59.196667,7468
59.198333,7471
59.2,7476
59.201667,7478
59.203333,7477
59.205,7472
59.206667,7468
59.208333,7464
59.21,7459
59.211667,7456
59.213333,7454
59.215,7452
59.216667,7450
59.218333,7449
59.22,7448
59.221667,7444
59.223333,7441
59.225,7435
59.226667,7427
59.228333,7421
59.23,7414
59.231667,7407
59.233333,7403
59.235,7401
59.236667,7402
59.238333,7404
59.24,7408
59.241667,7409
59.243333,7411
59.245,7416
59.246667,7420
59.248333,7424
59.25,7425
59.251667,7422
59.253333,7419
59.255,7414
59.256667,7408
59.258333,7401
59.26,7396
59.261667,7399
59.263333,7402
59.265,7406
59.266667,7410
59.268333,7408
59.27,7407
59.271667,7404
59.273333,7399
59.275,7396
59.276667,7393
59.278333,7394
59.28,7392
59.281667,7393
59.283333,7395
59.285,7394
59.286667,7395
59.288333,7394
59.29,7393
59.291667,7394
59.293333,7395
59.295,7398
59.296667,7398
59.298333,7400
59.3,7405
59.301667,7408
59.303333,7410
59.305,7411
59.306667,7414
59.308333,7415
59.31,7416
59.311667,7415
59.313333,7409
59.315,7406
59.316667,7405
59.318333,7405
59.32,7403
59.321667,7406
59.323333,7410
59.325,7417
59.326667,7426
59.328333,7432
59.33,7436
59.331667,7437
59.333333,7440
59.335,7438
59.336667,7437
59.338333,7439
59.34,7438
59.341667,7439
59.343333,7441
59.345,7442
59.346667,7442
59.348333,7442
59.35,7442
59.351667,7442
59.353333,7446
59.355,7450
59.356667,7450
59.358333,7450
59.36,7452
59.361667,7455
59.363333,7458
59.365,7461
59.366667,7465
59.368333,7468
59.37,7472
59.371667,7478
59.373333,7482
59.375,7486
59.376667,7490
59.378333,7492
59.38,7493
59.381667,7493
59.383333,7493
59.385,7490
59.386667,7490
59.388333,7496
59.39,7504
59.391667,7511
59.393333,7514
59.395,7517
59.396667,7515
59.398333,7515
59.4,7513
59.401667,7508
59.403333,7508
59.405,7512
59.406667,7518
59.408333,7521
59.41,7528
59.411667,7533
59.413333,7536
59.415,7543
59.416667,7546
59.418333,7543
59.42,7544
59.421667,7544
59.423333,7542
59.425,7539
59.426667,7536
59.428333,7534
59.43,7534
59.431667,7538
59.433333,7540
59.435,7543
59.436667,7545
59.438333,7545
59.44,7543
59.441667,7539
59.443333,7534
59.445,7530
59.446667,7529
59.448333,7530
59.45,7531
59.451667,7533
59.453333,7530
59.455,7530
59.456667,7528
59.458333,7526
59.46,7519
59.461667,7511
59.463333,7509
59.465,7511
59.466667,7513
59.468333,7520
59.47,7527
59.471667,7535
59.473333,7540
59.475,7544
59.476667,7543
59.478333,7540
59.48,7540
59.481667,7540
59.483333,7540
59.485,7542
59.486667,7542
59.488333,7543
59.49,7542
59.491667,7540
59.493333,7536
59.495,7532
59.496667,7528
59.498333,7524
59.5,7519
59.501667,7515
59.503333,7512
59.505,7511
59.506667,7512
59.508333,7512
59.51,7514
59.511667,7515
59.513333,7515
59.515,7513
59.516667,7510
59.518333,7507
59.52,7508
59.521667,7508
59.523333,7508
59.525,7506
59.526667,7504
59.528333,7498
59.53,7494
59.531667,7487
59.533333,7479
59.535,7475
59.536667,7475
59.538333,7474
59.54,7474
59.541667,7472
59.543333,7472
59.545,7472
59.546667,7473
59.548333,7469
59.55,7466
59.551667,7464
59.553333,7466
59.555,7468
59.556667,7467
59.558333,7464
59.56,7463
59.561667,7460
59.563333,7455
59.565,7451
59.566667,7449
59.568333,7451
59.57,7456
59.571667,7458
59.573333,7456
59.575,7455
59.576667,7452
59.578333,7446
59.58,7440
59.581667,7438
59.583333,7436
59.585,7436
59.586667,7436
59.588333,7435
59.59,7434
59.591667,7430
59.593333,7427
59.595,7423
59.596667,7420
59.598333,7419
59.6,7420
59.601667,7420
59.603333,7420
59.605,7421
59.606667,7421
59.608333,7419
59.61,7419
59.611667,7416
59.613333,7417
59.615,7419
59.616667,7420
59.618333,7421
59.62,7425
59.621667,7426
59.623333,7428
59.625,7431
59.626667,7432
59.628333,7433
59.63,7431
59.631667,7428
59.633333,7427
59.635,7431
59.636667,7433
59.638333,7437
59.64,7440
59.641667,7447
59.643333,7451
59.645,7456
59.646667,7457
59.648333,7459
59.65,7462
59.651667,7466
59.653333,7468
59.655,7473
59.656667,7478
59.658333,7484
59.66,7489
59.661667,7497
59.663333,7503
59.665,7508
59.666667,7513
59.668333,7515
59.67,7520
59.671667,7525
59.673333,7530
59.675,7532
59.676667,7536
59.678333,7541
59.68,7544
59.681667,7548
59.683333,7551
59.685,7554
59.686667,7563
59.688333,7572
59.69,7582
59.691667,7594
59.693333,7605
59.695,7615
59.696667,7626
59.698333,7638
59.7,7649
59.701667,7662
59.703333,7676
59.705,7689
59.706667,7704
59.708333,7717
59.71,7726
59.711667,7735
59.713333,7743
59.715,7753
59.716667,7762
59.718333,7772
59.72,7784
59.721667,7798
59.723333,7809
59.725,7819
59.726667,7829
59.728333,7843
59.73,7854
59.731667,7866
59.733333,7880
59.735,7901
59.736667,7926
59.738333,7954
59.74,7980
59.741667,8006
59.743333,8032
59.745,8057
59.746667,8081
59.748333,8097
59.75,8113
59.751667,8132
59.753333,8147
59.755,8160
59.756667,8171
59.758333,8180
59.76,8189
59.761667,8205
59.763333,8223
59.765,8240
59.766667,8262
59.768333,8291
59.77,8319
59.771667,8347
59.773333,8373
59.775,8400
59.776667,8423
59.778333,8444
59.78,8461
59.781667,8474
59.783333,8489
59.785,8507
59.786667,8521
59.788333,8533
59.79,8540
59.791667,8546
59.793333,8545
59.795,8543
59.796667,8541
59.798333,8540
59.8,8543
59.801667,8549
59.803333,8555
59.805,8567
59.806667,8578
59.808333,8595
59.81,8608
59.811667,8623
59.813333,8634
59.815,8635
59.816667,8625
59.818333,8613
59.82,8597
59.821667,8587
59.823333,8578
59.825,8574
59.826667,8574
59.828333,8580
59.83,8586
59.831667,8584
59.833333,8576
59.835,8570
59.836667,8559
59.838333,8551
59.84,8541
59.841667,8535
59.843333,8534
59.845,8535
59.846667,8537
59.848333,8533
59.85,8530
59.851667,8528
59.853333,8521
59.855,8513
59.856667,8503
59.858333,8491
59.86,8479
59.861667,8462
59.863333,8444
59.865,8425
59.866667,8412
59.868333,8400
59.87,8392
59.871667,8388
59.873333,8383
59.875,8380
59.876667,8375
59.878333,8365
59.88,8355
59.881667,8343
59.883333,8332
59.885,8323
59.886667,8316
59.888333,8307
59.89,8300
59.891667,8291
59.893333,8281
59.895,8273
59.896667,8263
59.898333,8252
59.9,8242
59.901667,8234
59.903333,8226
59.905,8215
59.906667,8206
59.908333,8193
59.91,8182
59.911667,8173
59.913333,8161
59.915,8145
59.916667,8129
59.918333,8111
59.92,8091
59.921667,8073
59.923333,8058
59.925,8044
59.926667,8035
59.928333,8025
59.93,8015
59.931667,8005
59.933333,7995
59.935,7983
59.936667,7971
59.938333,7961
59.94,7949
59.941667,7934
59.943333,7920
59.945,7902
59.946667,7885
59.948333,7871
59.95,7859
59.951667,7847
59.953333,7835
59.955,7821
59.956667,7807
59.958333,7789
59.96,7774
59.961667,7759
59.963333,7744
59.965,7735
59.966667,7729
59.968333,7723
59.97,7715
59.971667,7706
59.973333,7700
59.975,7694
59.976667,7687
59.978333,7680
59.98,7670
59.981667,7665
59.983333,7659
59.985,7653
59.986667,7646
59.988333,7642
59.99,7639
59.991667,7631
59.993333,7623
59.995,7616
59.996667,7604
59.998333,7597
60,7587
60.001667,7579
60.003333,7574
60.005,7573
60.006667,7573
60.008333,7570
60.01,7571
60.011667,7569
60.013333,7566
60.015,7565
60.016667,7561
60.018333,7559
60.02,7558
60.021667,7561
60.023333,7566
60.025,7568
60.026667,7568
60.028333,7566
60.03,7564
60.031667,7563
60.033333,7561
60.035,7561
60.036667,7562
60.038333,7563
60.04,7566
60.041667,7568
60.043333,7568
60.045,7569
60.046667,7566
60.048333,7565
60.05,7566
60.051667,7568
60.053333,7570
60.055,7573
60.056667,7577
60.058333,7581
60.06,7581
60.061667,7581
60.063333,7579
60.065,7581
60.066667,7586
60.068333,7586
60.07,7590
60.071667,7595
60.073333,7598
60.075,7599
60.076667,7595
60.078333,7592
60.08,7589
60.081667,7587
60.083333,7582
60.085,7577
60.086667,7578
60.088333,7583
60.09,7589
60.091667,7597
60.093333,7605
60.095,7613
60.096667,7616
60.098333,7614
60.1,7608
60.101667,7604
60.103333,7601
60.105,7599
60.106667,7599
60.108333,7601
60.11,7605
60.111667,7612
60.113333,7619
60.115,7624
60.116667,7628
60.118333,7631
60.12,7633
60.121667,7634
60.123333,7629
60.125,7621
60.126667,7615
60.128333,7610
60.13,7607
60.131667,7602
60.133333,7597
60.135,7594
60.136667,7592
60.138333,7591
60.14,7588
60.141667,7588
60.143333,7586
60.145,7584
60.146667,7582
60.148333,7577
60.15,7575
60.151667,7573
60.153333,7569
60.155,7565
60.156667,7562
60.158333,7561
60.16,7557
60.161667,7550
60.163333,7542
60.165,7534
60.166667,7530
60.168333,7528
60.17,7525
60.171667,7523
60.173333,7523
60.175,7523
60.176667,7520
60.178333,7516
60.18,7511
60.181667,7503
60.183333,7498
60.185,7495
60.186667,7491
60.188333,7489
60.19,7489
60.191667,7488
60.193333,7486
60.195,7487
60.196667,7487
60.198333,7485
60.2,7484
60.201667,7484
60.203333,7479
60.205,7475
60.206667,7474
60.208333,7471
60.21,7468
60.211667,7467
60.213333,7468
60.215,7468
60.216667,7467
60.218333,7467
60.22,7463
60.221667,7461
60.223333,7462
60.225,7462
60.226667,7462
60.228333,7462
60.23,7463
60.231667,7462
60.233333,7465
60.235,7467
60.236667,7466
60.238333,7466
60.24,7467
60.241667,7468
60.243333,7466
60.245,7463
60.246667,7459
60.248333,7458
60.25,7459
60.251667,7459
60.253333,7456
60.255,7456
60.256667,7458
60.258333,7457
60.26,7458
60.261667,7458
60.263333,7458
60.265,7460
60.266667,7458
60.268333,7459
60.27,7456
60.271667,7453
60.273333,7450
60.275,7448
60.276667,7448
60.278333,7447
60.28,7451
60.281667,7457
60.283333,7464
60.285,7472
60.286667,7477
60.288333,7480
60.29,7482
60.291667,7483
60.293333,7479
60.295,7475
60.296667,7473
60.298333,7469
60.3,7468
60.301667,7466
60.303333,7466
60.305,7464
60.306667,7462
60.308333,7463
60.31,7461
60.311667,7462
60.313333,7465
60.315,7465
60.316667,7468
60.318333,7468
60.32,7467
60.321667,7465
60.323333,7463
60.325,7460
60.326667,7456
60.328333,7454
60.33,7453
60.331667,7456
60.333333,7458
60.335,7461
60.336667,7464
60.338333,7471
60.34,7472
60.341667,7470
60.343333,7469
60.345,7468
60.346667,7467
60.348333,7469
60.35,7471
60.351667,7473
60.353333,7476
60.355,7481
60.356667,7481
60.358333,7480
60.36,7479
60.361667,7477
60.363333,7475
60.365,7472
60.366667,7471
60.368333,7472
60.37,7472
60.371667,7477
60.373333,7483
60.375,7488
60.376667,7494
60.378333,7499
60.38,7502
60.381667,7502
60.383333,7502
60.385,7502
60.386667,7500
60.388333,7501
60.39,7501
60.391667,7503
60.393333,7504
60.395,7510
60.396667,7512
60.398333,7514
60.4,7511
60.401667,7508
60.403333,7506
60.405,7502
60.406667,7496
60.408333,7492
60.41,7489
60.411667,7493
60.413333,7496
60.415,7502
60.416667,7505
60.418333,7511
60.42,7515
60.421667,7515
60.423333,7512
60.425,7508
60.426667,7505
60.428333,7501
60.43,7497
60.431667,7498
60.433333,7501
60.435,7504
60.436667,7505
60.438333,7506
60.44,7506
60.441667,7507
60.443333,7510
60.445,7512
60.446667,7514
60.448333,7519
60.45,7524
60.451667,7525
60.453333,7523
60.455,7521
60.456667,7517
60.458333,7516
60.46,7515
60.461667,7512
60.463333,7508
60.465,7503
60.466667,7500
60.468333,7496
60.47,7495
60.471667,7495
60.473333,7494
60.475,7497
60.476667,7500
60.478333,7502
60.48,7504
60.481667,7503
60.483333,7502
60.485,7503
60.486667,7503
60.488333,7501
60.49,7501
60.491667,7500
60.493333,7496
60.495,7492
60.496667,7490
60.498333,7489
60.5,7488
60.501667,7487
60.503333,7487
60.505,7489
60.506667,7491
60.508333,7489
60.51,7486
60.511667,7481
60.513333,7477
60.515,7476
60.516667,7476
60.518333,7473
60.52,7474
60.521667,7476
60.523333,7479
60.525,7481
60.526667,7478
60.528333,7475
60.53,7472
60.531667,7471
60.533333,7468
60.535,7465
60.536667,7467
60.538333,7468
60.54,7470
60.541667,7470
60.543333,7467
60.545,7465
60.546667,7460
60.548333,7454
60.55,7447
60.551667,7446
60.553333,7446
60.555,7444
60.556667,7444
60.558333,7442
60.56,7438
60.561667,7432
60.563333,7424
60.565,7416
60.566667,7412
60.568333,7411
60.57,7409
60.571667,7410
60.573333,7413
60.575,7418
60.576667,7423
60.578333,7427
60.58,7430
60.581667,7431
60.583333,7432
60.585,7429
60.586667,7425
60.588333,7420
60.59,7418
60.591667,7418
60.593333,7418
60.595,7420
60.596667,7422
60.598333,7423
60.6,7423
60.601667,7423
60.603333,7420
60.605,7417
60.606667,7417
60.608333,7417
60.61,7416
60.611667,7418
60.613333,7420
60.615,7422
60.616667,7421
60.618333,7420
60.62,7420
60.621667,7421
60.623333,7422
60.625,7421
60.626667,7419
60.628333,7420
60.63,7419
60.631667,7418
60.633333,7419
60.635,7421
60.636667,7426
60.638333,7430
60.64,7434
60.641667,7436
60.643333,7436
60.645,7436
60.646667,7439
60.648333,7444
60.65,7450
60.651667,7457
60.653333,7464
60.655,7473
60.656667,7483
60.658333,7490
60.66,7495
60.661667,7501
60.663333,7506
60.665,7508
60.666667,7510
60.668333,7511
60.67,7514
60.671667,7517
60.673333,7520
60.675,7524
60.676667,7531
60.678333,7539
60.68,7548
60.681667,7558
60.683333,7566
60.685,7573
60.686667,7581
60.688333,7585
60.69,7588
60.691667,7593
60.693333,7599
60.695,7604
60.696667,7612
60.698333,7616
60.7,7619
60.701667,7623
60.703333,7625
60.705,7627
60.706667,7628
60.708333,7631
60.71,7636
60.711667,7640
60.713333,7645
60.715,7647
60.716667,7651
60.718333,7650
60.72,7649
60.721667,7648
60.723333,7646
60.725,7646
60.726667,7647
60.728333,7651
60.73,7656
60.731667,7661
60.733333,7666
60.735,7668
60.736667,7673
60.738333,7672
60.74,7673
60.741667,7673
60.743333,7672
60.745,7680
60.746667,7686
60.748333,7691
60.75,7696
60.751667,7696
60.753333,7694
60.755,7686
60.756667,7681
60.758333,7676
60.76,7674
60.761667,7679
60.763333,7682
60.765,7685
60.766667,7687
60.768333,7686
60.77,7685
60.771667,7683
60.773333,7682
60.775,7681
60.776667,7681
60.778333,7682
60.78,7682
60.781667,7680
60.783333,7677
60.785,7673
60.786667,7670
60.788333,7666
60.79,7658
60.791667,7650
60.793333,7644
60.795,7636
60.796667,7628
60.798333,7622
60.8,7616
60.801667,7612
60.803333,7612
60.805,7611
60.806667,7605
60.808333,7602
60.81,7595
60.811667,7585
60.813333,7580
60.815,7575
60.816667,7570
60.818333,7564
60.82,7559
60.821667,7552
60.823333,7544
60.825,7540
60.826667,7533
60.828333,7526
60.83,7523
60.831667,7521
60.833333,7517
60.835,7512
60.836667,7505
60.838333,7500
60.84,7499
60.841667,7499
60.843333,7496
60.845,7490
60.846667,7485
60.848333,7480
60.85,7474
60.851667,7470
60.853333,7466
60.855,7467
60.856667,7466
60.858333,7461
60.86,7456
60.861667,7451
60.863333,7447
60.865,7444
60.866667,7441
60.868333,7439
60.87,7438
60.871667,7437
60.873333,7432
60.875,7426
60.876667,7421
60.878333,7419
60.88,7419
60.881667,7420
60.883333,7422
60.885,7423
60.886667,7424
60.888333,7426
60.89,7426
60.891667,7424
60.893333,7420
60.895,7414
60.896667,7407
60.898333,7401
60.9,7396
60.901667,7390
60.903333,7388
60.905,7389
60.906667,7389
60.908333,7391
60.91,7390
60.911667,7388
60.913333,7382
60.915,7376
60.916667,7370
60.918333,7367
60.92,7366
60.921667,7368
60.923333,7369
60.925,7372
60.926667,7373
60.928333,7374
60.93,7373
60.931667,7374
60.933333,7373
60.935,7371
60.936667,7368
60.938333,7368
60.94,7366
60.941667,7365
60.943333,7365
60.945,7366
60.946667,7367
60.948333,7369
60.95,7366
60.951667,7363
60.953333,7361
60.955,7361
60.956667,7362
60.958333,7364
60.96,7366
60.961667,7366
60.963333,7365
60.965,7366
60.966667,7365
60.968333,7365
60.97,7365
60.971667,7367
60.973333,7369
60.975,7372
60.976667,7374
60.978333,7373
60.98,7374
60.981667,7373
60.983333,7374
60.985,7374
60.986667,7375
60.988333,7375
60.99,7376
60.991667,7379
60.993333,7379
60.995,7378
60.996667,7381
60.998333,7383
61,7385
61.001667,7384
61.003333,7381
61.005,7380
61.006667,7378
61.008333,7376
61.01,7373
61.011667,7373
61.013333,7377
61.015,7384
61.016667,7388
61.018333,7390
61.02,7394
61.021667,7400
61.023333,7405
61.025,7410
61.026667,7413
61.028333,7417
61.03,7421
61.031667,7424
61.033333,7423
61.035,7423
61.036667,7423
61.038333,7423
61.04,7427
61.041667,7434
61.043333,7440
61.045,7447
61.046667,7455
61.048333,7460
61.05,7466
61.051667,7473
61.053333,7474
61.055,7473
61.056667,7473
61.058333,7476
61.06,7476
61.061667,7476
61.063333,7475
61.065,7474
61.066667,7473
61.068333,7473
61.07,7474
61.071667,7476
61.073333,7481
61.075,7488
61.076667,7493
61.078333,7500
61.08,7505
61.081667,7511
61.083333,7517
61.085,7525
61.086667,7531
61.088333,7538
61.09,7544
61.091667,7547
61.093333,7546
61.095,7545
61.096667,7544
61.098333,7544
61.1,7544
61.101667,7544
61.103333,7543
61.105,7545
61.106667,7549
61.108333,7553
61.11,7557
61.111667,7561
61.113333,7564
61.115,7565
61.116667,7563
61.118333,7558
61.12,7556
61.121667,7554
61.123333,7553
61.125,7551
61.126667,7552
61.128333,7553
61.13,7554
61.131667,7559
61.133333,7560
61.135,7562
61.136667,7564
61.138333,7566
61.14,7564
61.141667,7561
61.143333,7560
61.145,7560
61.146667,7561
61.148333,7564
61.15,7564
61.151667,7565
61.153333,7564
61.155,7566
61.156667,7568
61.158333,7570
61.16,7575
61.161667,7577
61.163333,7576
61.165,7576
61.166667,7571
61.168333,7566
61.17,7559
61.171667,7555
61.173333,7553
61.175,7550
61.176667,7547
61.178333,7543
61.18,7538
61.181667,7537
61.183333,7530
61.185,7526
61.186667,7523
61.188333,7522
61.19,7522
61.191667,7523
61.193333,7523
61.195,7523
61.196667,7524
61.198333,7523
61.2,7521
61.201667,7516
61.203333,7512
61.205,7509
61.206667,7507
61.208333,7505
61.21,7502
61.211667,7501
61.213333,7500
61.215,7498
61.216667,7496
61.218333,7491
61.22,7487
61.221667,7482
61.223333,7476
61.225,7471
61.226667,7468
61.228333,7466
61.23,7465
61.231667,7466
61.233333,7465
61.235,7465
61.236667,7468
61.238333,7468
61.24,7466
61.241667,7464
61.243333,7460
61.245,7455
61.246667,7451
61.248333,7447
61.25,7443
61.251667,7443
61.253333,7444
61.255,7443
61.256667,7441
61.258333,7441
61.26,7438
61.261667,7433
61.263333,7427
61.265,7422
61.266667,7418
61.268333,7417
61.27,7416
61.271667,7416
61.273333,7418
61.275,7422
61.276667,7423
61.278333,7422
61.28,7420
61.281667,7420
61.283333,7419
61.285,7418
61.286667,7414
61.288333,7410
61.29,7406
61.291667,7401
61.293333,7397
61.295,7396
61.296667,7395
61.298333,7398
61.3,7401
61.301667,7402
61.303333,7401
61.305,7400
61.306667,7399
61.308333,7397
61.31,7395
61.311667,7397
61.313333,7398
61.315,7399
61.316667,7399
61.318333,7398
61.32,7395
61.321667,7395
61.323333,7395
61.325,7395
61.326667,7394
61.328333,7397
61.33,7400
61.331667,7402
61.333333,7404
61.335,7406
61.336667,7406
61.338333,7409
61.34,7411
61.341667,7411
61.343333,7409
61.345,7407
61.346667,7407
61.348333,7404
61.35,7399
61.351667,7394
61.353333,7395
61.355,7400
61.356667,7408
61.358333,7417
61.36,7426
61.361667,7433
61.363333,7439
61.365,7441
61.366667,7441
61.368333,7437
61.37,7434
61.371667,7433
61.373333,7430
61.375,7429
61.376667,7428
61.378333,7426
61.38,7425
61.381667,7428
61.383333,7429
61.385,7430
61.386667,7432
61.388333,7433
61.39,7434
61.391667,7437
61.393333,7438
61.395,7438
61.396667,7436
61.398333,7436
61.4,7437
61.401667,7437
61.403333,7439
61.405,7438
61.406667,7441
61.408333,7447
61.41,7453
61.411667,7459
61.413333,7460
61.415,7465
61.416667,7469
61.418333,7471
61.42,7472
61.421667,7471
61.423333,7469
61.425,7467
61.426667,7465
61.428333,7462
61.43,7459
61.431667,7460
61.433333,7460
61.435,7462
61.436667,7463
61.438333,7463
61.44,7462
61.441667,7459
61.443333,7456
61.445,7452
61.446667,7454
61.448333,7457
61.45,7462
61.451667,7468
61.453333,7475
61.455,7482
61.456667,7485
61.458333,7487
61.46,7485
61.461667,7483
61.463333,7482
61.465,7479
61.466667,7476
61.468333,7476
61.47,7478
61.471667,7477
61.473333,7473
61.475,7472
61.476667,7468
61.478333,7465
61.48,7464
61.481667,7466
61.483333,7472
61.485,7480
61.486667,7489
61.488333,7492
61.49,7494
61.491667,7495
61.493333,7493
61.495,7490
61.496667,7488
61.498333,7486
61.5,7488
61.501667,7491
61.503333,7494
61.505,7499
61.506667,7506
61.508333,7511
61.51,7515
61.511667,7515
61.513333,7514
61.515,7514
61.516667,7513
61.518333,7512
61.52,7512
61.521667,7515
61.523333,7520
61.525,7523
61.526667,7528
61.528333,7531
61.53,7533
61.531667,7534
61.533333,7531
61.535,7529
61.536667,7526
61.538333,7524
61.54,7523
61.541667,7521
61.543333,7521
61.545,7523
61.546667,7526
61.548333,7527
61.55,7529
61.551667,7532
61.553333,7533
61.555,7533
61.556667,7531
61.558333,7529
61.56,7527
61.561667,7526
61.563333,7526
61.565,7525
61.566667,7524
61.568333,7523
61.57,7521
61.571667,7517
61.573333,7514
61.575,7513
61.576667,7513
61.578333,7512
61.58,7514
61.581667,7516
61.583333,7518
61.585,7523
61.586667,7521
61.588333,7520
61.59,7518
61.591667,7517
61.593333,7512
61.595,7506
61.596667,7501
61.598333,7496
61.6,7491
61.601667,7490
61.603333,7486
61.605,7484
61.606667,7484
61.608333,7483
61.61,7479
61.611667,7478
61.613333,7475
61.615,7471
61.616667,7468
61.618333,7466
61.62,7465
61.621667,7465
61.623333,7465
61.625,7466
61.626667,7466
61.628333,7466
61.63,7466
61.631667,7468
61.633333,7468
61.635,7470
61.636667,7471
61.638333,7469
61.64,7467
61.641667,7463
61.643333,7458
61.645,7452
61.646667,7450
61.648333,7447
61.65,7445
61.651667,7446
61.653333,7445
61.655,7446
61.656667,7445
61.658333,7443
61.66,7443
61.661667,7444
61.663333,7445
61.665,7446
61.666667,7447
61.668333,7447
61.67,7445
61.671667,7446
61.673333,7442
61.675,7440
61.676667,7438
61.678333,7436
61.68,7433
61.681667,7429
61.683333,7428
61.685,7426
61.686667,7425
61.688333,7428
61.69,7429
61.691667,7433
61.693333,7436
61.695,7435
61.696667,7435
61.698333,7436
61.7,7436
61.701667,7435
61.703333,7434
61.705,7436
61.706667,7438
61.708333,7438
61.71,7436
61.711667,7435
61.713333,7436
61.715,7438
61.716667,7438
61.718333,7438
61.72,7440
61.721667,7442
61.723333,7443
61.725,7444
61.726667,7444
61.728333,7445
61.73,7446
61.731667,7446
61.733333,7445
61.735,7444
61.736667,7445
61.738333,7445
61.74,7446
61.741667,7450
61.743333,7455
61.745,7458
61.746667,7459
61.748333,7460
61.75,7461
61.751667,7463
61.753333,7464
61.755,7465
61.756667,7464
61.758333,7464
61.76,7465
61.761667,7466
61.763333,7462
61.765,7463
61.766667,7462
61.768333,7464
61.77,7467
61.771667,7470
61.773333,7472
61.775,7471
61.776667,7473
61.778333,7475
61.78,7475
61.781667,7478
61.783333,7479
61.785,7483
61.786667,7483
61.788333,7483
61.79,7481
61.791667,7478
61.793333,7478
61.795,7477
61.796667,7477
61.798333,7477
61.8,7481
61.801667,7487
61.803333,7490
61.805,7494
61.806667,7499
61.808333,7503
61.81,7506
61.811667,7505
61.813333,7500
61.815,7495
61.816667,7490
61.818333,7486
61.82,7482
61.821667,7478
61.823333,7477
61.825,7478
61.826667,7476
61.828333,7475
61.83,7472
61.831667,7468
61.833333,7462
61.835,7459
61.836667,7455
61.838333,7453
61.84,7454
61.841667,7457
61.843333,7458
61.845,7462
61.846667,7464
61.848333,7463
61.85,7461
61.851667,7460
61.853333,7458
61.855,7456
61.856667,7456
61.858333,7456
61.86,7455
61.861667,7455
61.863333,7453
61.865,7449
61.866667,7446
61.868333,7447
61.87,7446
61.871667,7444
61.873333,7445
61.875,7446
61.876667,7446
61.878333,7446
61.88,7448
61.881667,7448
61.883333,7452
61.885,7455
61.886667,7454
61.888333,7451
61.89,7447
61.891667,7442
61.893333,7436
61.895,7433
61.896667,7435
61.898333,7436
61.9,7440
61.901667,7442
61.903333,7442
61.905,7441
61.906667,7437
61.908333,7435
61.91,7432
61.911667,7428
61.913333,7428
61.915,7425
61.916667,7420
61.918333,7417
61.92,7414
61.921667,7411
61.923333,7407
61.925,7406
61.926667,7404
61.928333,7404
61.93,7406
61.931667,7405
61.933333,7406
61.935,7409
61.936667,7409
61.938333,7409
61.94,7406
61.941667,7400
61.943333,7394
61.945,7390
61.946667,7388
61.948333,7387
61.95,7387
61.951667,7392
61.953333,7395
61.955,7398
61.956667,7398
61.958333,7394
61.96,7391
61.961667,7384
61.963333,7376
61.965,7371
61.966667,7366
61.968333,7363
61.97,7362
61.971667,7362
61.973333,7362
61.975,7364
61.976667,7365
61.978333,7363
61.98,7360
61.981667,7358
61.983333,7354
61.985,7350
61.986667,7347
61.988333,7346
61.99,7347
61.991667,7346
61.993333,7344
61.995,7340
61.996667,7337
61.998333,7332
62,7328
62.001667,7323
62.003333,7318
62.005,7314
62.006667,7309
62.008333,7304
62.01,7299
62.011667,7298
62.013333,7297
62.015,7297
62.016667,7298
62.018333,7295
62.02,7296
62.021667,7296
62.023333,7294
62.025,7292
62.026667,7289
62.028333,7290
62.03,7290
62.031667,7291
62.033333,7293
62.035,7293
62.036667,7296
62.038333,7296
62.04,7296
62.041667,7296
62.043333,7296
62.045,7298
62.046667,7298
62.048333,7299
62.05,7302
62.051667,7306
62.053333,7307
62.055,7310
62.056667,7313
62.058333,7313
62.06,7312
62.061667,7308
62.063333,7303
62.065,7300
62.066667,7299
62.068333,7298
62.07,7296
62.071667,7296
62.073333,7296
62.075,7297
62.076667,7296
62.078333,7294
62.08,7294
62.081667,7295
62.083333,7299
62.085,7302
62.086667,7305
62.088333,7308
62.09,7313
62.091667,7316
62.093333,7318
62.095,7315
62.096667,7313
62.098333,7312
62.1,7313
62.101667,7313
62.103333,7315
62.105,7316
62.106667,7320
62.108333,7322
62.11,7326
62.111667,7328
62.113333,7330
62.115,7333
62.116667,7333
62.118333,7331
62.12,7333
62.121667,7332
62.123333,7333
62.125,7334
62.126667,7337
62.128333,7339
62.13,7342
62.131667,7345
62.133333,7349
62.135,7352
62.136667,7356
62.138333,7362
62.14,7365
62.141667,7368
62.143333,7370
62.145,7370
62.146667,7372
62.148333,7374
62.15,7376
62.151667,7378
62.153333,7381
62.155,7383
62.156667,7382
62.158333,7384
62.16,7386
62.161667,7384
62.163333,7385
62.165,7387
62.166667,7387
62.168333,7390
62.17,7392
62.171667,7391
62.173333,7392
62.175,7396
62.176667,7397
62.178333,7397
62.18,7397
