CHROMATOGRAM,
GC27_1.raw,
Data points: 42010,
Time,Intensity
20.265,5802
20.266667,5819
20.268333,5836
20.27,5853
20.271667,5869
20.273333,5886
20.275,5901
20.276667,5918
20.278333,5937
20.28,5959
20.281667,5983
20.283333,6005
20.285,6025
20.286667,6046
20.288333,6069
20.29,6092
20.291667,6112
20.293333,6134
20.295,6156
20.296667,6178
20.298333,6194
20.3,6207
20.301667,6221
20.303333,6236
20.305,6253
20.306667,6269
20.308333,6281
20.31,6293
20.311667,6303
20.313333,6307
20.315,6308
20.316667,6307
20.318333,6307
20.32,6306
20.321667,6304
20.323333,6301
20.325,6296
20.326667,6290
20.328333,6281
20.33,6269
20.331667,6256
20.333333,6242
20.335,6226
20.336667,6204
20.338333,6183
20.34,6159
20.341667,6134
20.343333,6109
20.345,6085
20.346667,6063
20.348333,6044
20.35,6026
20.351667,6005
20.353333,5983
20.355,5963
20.356667,5943
20.358333,5922
20.36,5905
20.361667,5889
20.363333,5876
20.365,5865
20.366667,5856
20.368333,5848
20.37,5843
20.371667,5840
20.373333,5839
20.375,5839
20.376667,5843
20.378333,5846
20.38,5851
20.381667,5853
20.383333,5860
20.385,5869
20.386667,5878
20.388333,5889
20.39,5899
20.391667,5912
20.393333,5928
20.395,5944
20.396667,5957
20.398333,5969
20.4,5983
20.401667,5997
20.403333,6007
20.405,6016
20.406667,6022
20.408333,6029
20.41,6034
20.411667,6034
20.413333,6031
20.415,6024
20.416667,6020
20.418333,6015
20.42,6007
20.421667,5999
20.423333,5989
20.425,5976
20.426667,5957
20.428333,5936
20.43,5912
20.431667,5891
20.433333,5873
20.435,5856
20.436667,5845
20.438333,5837
20.44,5828
20.441667,5819
20.443333,5805
20.445,5792
20.446667,5778
20.448333,5765
20.45,5749
20.451667,5734
20.453333,5724
20.455,5716
20.456667,5709
20.458333,5704
20.46,5700
20.461667,5696
20.463333,5693
20.465,5688
20.466667,5682
20.468333,5675
20.47,5670
20.471667,5669
20.473333,5668
20.475,5668
20.476667,5668
20.478333,5668
20.48,5667
20.481667,5666
20.483333,5661
20.485,5655
20.486667,5652
20.488333,5652
20.49,5651
20.491667,5648
20.493333,5644
20.495,5641
20.496667,5639
20.498333,5635
20.5,5630
20.501667,5627
20.503333,5625
20.505,5623
20.506667,5620
20.508333,5615
20.51,5613
20.511667,5616
20.513333,5619
20.515,5619
20.516667,5620
20.518333,5618
20.52,5616
20.521667,5612
20.523333,5603
20.525,5597
20.526667,5592
20.528333,5591
20.53,5588
20.531667,5583
20.533333,5579
20.535,5575
20.536667,5573
20.538333,5570
20.54,5567
20.541667,5568
20.543333,5569
20.545,5572
20.546667,5574
20.548333,5577
20.55,5576
20.551667,5578
20.553333,5578
20.555,5576
20.556667,5577
20.558333,5581
20.56,5586
20.561667,5594
20.563333,5603
20.565,5614
20.566667,5623
20.568333,5633
20.57,5640
20.571667,5648
20.573333,5658
20.575,5669
20.576667,5678
20.578333,5689
20.58,5699
20.581667,5709
20.583333,5720
20.585,5730
20.586667,5740
20.588333,5749
20.59,5759
20.591667,5764
20.593333,5767
20.595,5770
20.596667,5770
20.598333,5768
20.6,5766
20.601667,5762
20.603333,5759
20.605,5753
20.606667,5747
20.608333,5739
20.61,5733
20.611667,5727
20.613333,5719
20.615,5709
20.616667,5697
20.618333,5687
20.62,5676
20.621667,5663
20.623333,5651
20.625,5641
20.626667,5633
20.628333,5623
20.63,5613
20.631667,5605
20.633333,5594
20.635,5586
20.636667,5577
20.638333,5568
20.64,5561
20.641667,5557
20.643333,5551
20.645,5548
20.646667,5542
20.648333,5538
20.65,5532
20.651667,5525
20.653333,5519
20.655,5513
20.656667,5509
20.658333,5507
20.66,5503
20.661667,5502
20.663333,5499
20.665,5499
20.666667,5497
20.668333,5494
20.67,5494
20.671667,5496
20.673333,5495
20.675,5492
20.676667,5489
20.678333,5486
20.68,5485
20.681667,5484
20.683333,5487
20.685,5489
20.686667,5495
20.688333,5502
20.69,5506
20.691667,5507
20.693333,5511
20.695,5514
20.696667,5518
20.698333,5523
20.7,5529
20.701667,5534
20.703333,5540
20.705,5547
20.706667,5556
20.708333,5565
20.71,5577
20.711667,5593
20.713333,5609
20.715,5623
20.716667,5635
20.718333,5647
20.72,5657
20.721667,5666
20.723333,5673
20.725,5685
20.726667,5699
20.728333,5715
20.73,5729
20.731667,5742
20.733333,5751
20.735,5762
20.736667,5770
20.738333,5776
20.74,5780
20.741667,5786
20.743333,5792
20.745,5797
20.746667,5803
20.748333,5809
20.75,5812
20.751667,5816
20.753333,5822
20.755,5826
20.756667,5831
20.758333,5835
20.76,5838
20.761667,5841
20.763333,5848
20.765,5854
20.766667,5857
20.768333,5859
20.77,5861
20.771667,5859
20.773333,5855
20.775,5849
20.776667,5843
20.778333,5839
20.78,5839
20.781667,5840
20.783333,5839
20.785,5840
20.786667,5840
20.788333,5839
20.79,5837
20.791667,5835
20.793333,5831
20.795,5827
20.796667,5825
20.798333,5822
20.8,5814
20.801667,5807
20.803333,5800
20.805,5793
20.806667,5783
20.808333,5774
20.81,5763
20.811667,5752
20.813333,5744
20.815,5736
20.816667,5727
20.818333,5724
20.82,5720
20.821667,5712
20.823333,5705
20.825,5700
20.826667,5691
20.828333,5680
20.83,5670
20.831667,5660
20.833333,5652
20.835,5645
20.836667,5636
20.838333,5628
20.84,5626
20.841667,5622
20.843333,5619
20.845,5617
20.846667,5615
20.848333,5612
20.85,5613
20.851667,5612
20.853333,5614
20.855,5618
20.856667,5624
20.858333,5629
20.86,5634
20.861667,5639
20.863333,5642
20.865,5646
20.866667,5648
20.868333,5649
20.87,5651
20.871667,5655
20.873333,5660
20.875,5664
20.876667,5671
20.878333,5677
20.88,5682
20.881667,5687
20.883333,5687
20.885,5687
20.886667,5686
20.888333,5684
20.89,5680
20.891667,5678
20.893333,5678
20.895,5677
20.896667,5674
20.898333,5671
20.9,5666
20.901667,5662
20.903333,5658
20.905,5652
20.906667,5644
20.908333,5637
20.91,5631
20.911667,5624
20.913333,5616
20.915,5609
20.916667,5603
20.918333,5601
20.92,5601
20.921667,5598
20.923333,5594
20.925,5589
20.926667,5586
20.928333,5582
20.93,5581
20.931667,5580
20.933333,5581
20.935,5586
20.936667,5589
20.938333,5589
20.94,5589
20.941667,5586
20.943333,5585
20.945,5584
20.946667,5587
20.948333,5591
20.95,5597
20.951667,5604
20.953333,5609
20.955,5613
20.956667,5617
20.958333,5618
20.96,5619
20.961667,5623
20.963333,5626
20.965,5631
20.966667,5637
20.968333,5647
20.97,5654
20.971667,5662
20.973333,5669
20.975,5671
20.976667,5672
20.978333,5673
20.98,5673
20.981667,5675
20.983333,5677
20.985,5683
20.986667,5685
20.988333,5689
20.99,5691
20.991667,5688
20.993333,5684
20.995,5679
20.996667,5672
20.998333,5664
21,5654
21.001667,5646
21.003333,5636
21.005,5627
21.006667,5618
21.008333,5608
21.01,5599
21.011667,5591
21.013333,5581
21.015,5570
21.016667,5564
21.018333,5558
21.02,5553
21.021667,5547
21.023333,5543
21.025,5540
21.026667,5537
21.028333,5534
21.03,5531
21.031667,5530
21.033333,5532
21.035,5533
21.036667,5536
21.038333,5539
21.04,5545
21.041667,5551
21.043333,5558
21.045,5563
21.046667,5568
21.048333,5577
21.05,5585
21.051667,5596
21.053333,5608
21.055,5621
21.056667,5634
21.058333,5644
21.06,5654
21.061667,5665
21.063333,5677
21.065,5688
21.066667,5694
21.068333,5701
21.07,5710
21.071667,5719
21.073333,5729
21.075,5738
21.076667,5748
21.078333,5761
21.08,5773
21.081667,5780
21.083333,5783
21.085,5785
21.086667,5789
21.088333,5791
21.09,5794
21.091667,5795
21.093333,5799
21.095,5805
21.096667,5810
21.098333,5815
21.1,5821
21.101667,5830
21.103333,5840
21.105,5850
21.106667,5863
21.108333,5876
21.11,5891
21.111667,5907
21.113333,5922
21.115,5939
21.116667,5955
21.118333,5971
21.12,5988
21.121667,6003
21.123333,6018
21.125,6034
21.126667,6051
21.128333,6072
21.13,6099
21.131667,6127
21.133333,6153
21.135,6178
21.136667,6200
21.138333,6215
21.14,6226
21.141667,6236
21.143333,6243
21.145,6254
21.146667,6261
21.148333,6261
21.15,6257
21.151667,6249
21.153333,6236
21.155,6218
21.156667,6197
21.158333,6177
21.16,6157
21.161667,6135
21.163333,6109
21.165,6081
21.166667,6053
21.168333,6025
21.17,5995
21.171667,5967
21.173333,5940
21.175,5914
21.176667,5891
21.178333,5869
21.18,5848
21.181667,5825
21.183333,5801
21.185,5777
21.186667,5749
21.188333,5724
21.19,5701
21.191667,5682
21.193333,5665
21.195,5651
21.196667,5640
21.198333,5627
21.2,5617
21.201667,5608
21.203333,5600
21.205,5595
21.206667,5592
21.208333,5589
21.21,5587
21.211667,5587
21.213333,5587
21.215,5587
21.216667,5588
21.218333,5589
21.22,5588
21.221667,5586
21.223333,5583
21.225,5577
21.226667,5571
21.228333,5567
21.23,5563
21.231667,5563
21.233333,5562
21.235,5562
21.236667,5563
21.238333,5565
21.24,5565
21.241667,5564
21.243333,5560
21.245,5559
21.246667,5557
21.248333,5555
21.25,5552
21.251667,5550
21.253333,5549
21.255,5549
21.256667,5545
21.258333,5543
21.26,5538
21.261667,5535
21.263333,5533
21.265,5534
21.266667,5533
21.268333,5532
21.27,5529
21.271667,5528
21.273333,5524
21.275,5523
21.276667,5518
21.278333,5516
21.28,5514
21.281667,5515
21.283333,5515
21.285,5515
21.286667,5515
21.288333,5515
21.29,5516
21.291667,5514
21.293333,5512
21.295,5510
21.296667,5507
21.298333,5504
21.3,5501
21.301667,5499
21.303333,5500
21.305,5502
21.306667,5505
21.308333,5507
21.31,5507
21.311667,5506
21.313333,5501
21.315,5496
21.316667,5489
21.318333,5482
21.32,5478
21.321667,5476
21.323333,5474
21.325,5474
21.326667,5471
21.328333,5469
21.33,5468
21.331667,5465
21.333333,5460
21.335,5458
21.336667,5456
21.338333,5454
21.34,5452
21.341667,5453
21.343333,5456
21.345,5460
21.346667,5461
21.348333,5461
21.35,5459
21.351667,5456
21.353333,5450
21.355,5444
21.356667,5439
21.358333,5438
21.36,5440
21.361667,5444
21.363333,5445
21.365,5447
21.366667,5446
21.368333,5444
21.37,5439
21.371667,5433
21.373333,5428
21.375,5426
21.376667,5425
21.378333,5424
21.38,5423
21.381667,5422
21.383333,5421
21.385,5420
21.386667,5417
21.388333,5414
21.39,5411
21.391667,5407
21.393333,5403
21.395,5397
21.396667,5394
21.398333,5392
21.4,5391
21.401667,5391
21.403333,5391
21.405,5392
21.406667,5392
21.408333,5391
21.41,5390
21.411667,5390
21.413333,5391
21.415,5393
21.416667,5394
21.418333,5395
21.42,5394
21.421667,5394
21.423333,5394
21.425,5395
21.426667,5395
21.428333,5398
21.43,5402
21.431667,5408
21.433333,5413
21.435,5419
21.436667,5426
21.438333,5432
21.44,5436
21.441667,5439
21.443333,5444
21.445,5450
21.446667,5458
21.448333,5467
21.45,5477
21.451667,5488
21.453333,5500
21.455,5511
21.456667,5519
21.458333,5526
21.46,5535
21.461667,5542
21.463333,5550
21.465,5557
21.466667,5564
21.468333,5569
21.47,5574
21.471667,5577
21.473333,5578
21.475,5580
21.476667,5581
21.478333,5579
21.48,5580
21.481667,5580
21.483333,5578
21.485,5576
21.486667,5574
21.488333,5571
21.49,5568
21.491667,5566
21.493333,5562
21.495,5555
21.496667,5550
21.498333,5543
21.5,5537
21.501667,5533
21.503333,5529
21.505,5525
21.506667,5523
21.508333,5524
21.51,5522
21.511667,5518
21.513333,5516
21.515,5515
21.516667,5516
21.518333,5518
21.52,5518
21.521667,5523
21.523333,5529
21.525,5535
21.526667,5542
21.528333,5554
21.53,5567
21.531667,5580
21.533333,5591
21.535,5607
21.536667,5621
21.538333,5638
21.54,5657
21.541667,5677
21.543333,5702
21.545,5730
21.546667,5756
21.548333,5783
21.55,5811
21.551667,5843
21.553333,5872
21.555,5904
21.556667,5936
21.558333,5967
21.56,6001
21.561667,6036
21.563333,6069
21.565,6106
21.566667,6142
21.568333,6179
21.57,6210
21.571667,6241
21.573333,6270
21.575,6296
21.576667,6321
21.578333,6342
21.58,6355
21.581667,6369
21.583333,6378
21.585,6382
21.586667,6386
21.588333,6396
21.59,6409
21.591667,6422
21.593333,6438
21.595,6451
21.596667,6459
21.598333,6464
21.6,6464
21.601667,6458
21.603333,6453
21.605,6451
21.606667,6445
21.608333,6436
21.61,6427
21.611667,6416
21.613333,6398
21.615,6373
21.616667,6347
21.618333,6319
21.62,6292
21.621667,6267
21.623333,6239
21.625,6209
21.626667,6184
21.628333,6159
21.63,6132
21.631667,6104
21.633333,6076
21.635,6050
21.636667,6026
21.638333,6001
21.64,5975
21.641667,5950
21.643333,5930
21.645,5909
21.646667,5887
21.648333,5865
21.65,5846
21.651667,5829
21.653333,5815
21.655,5802
21.656667,5792
21.658333,5785
21.66,5782
21.661667,5777
21.663333,5772
21.665,5769
21.666667,5773
21.668333,5777
21.67,5785
21.671667,5792
21.673333,5800
21.675,5806
21.676667,5816
21.678333,5822
21.68,5826
21.681667,5831
21.683333,5839
21.685,5846
21.686667,5852
21.688333,5855
21.69,5860
21.691667,5862
21.693333,5866
21.695,5866
21.696667,5863
21.698333,5860
21.7,5855
21.701667,5851
21.703333,5844
21.705,5839
21.706667,5838
21.708333,5836
21.71,5832
21.711667,5827
21.713333,5820
21.715,5810
21.716667,5800
21.718333,5790
21.72,5779
21.721667,5770
21.723333,5768
21.725,5765
21.726667,5763
21.728333,5761
21.73,5755
21.731667,5746
21.733333,5739
21.735,5731
21.736667,5723
21.738333,5717
21.74,5715
21.741667,5714
21.743333,5714
21.745,5712
21.746667,5710
21.748333,5704
21.75,5700
21.751667,5697
21.753333,5696
21.755,5695
21.756667,5695
21.758333,5695
21.76,5696
21.761667,5694
21.763333,5690
21.765,5684
21.766667,5679
21.768333,5675
21.77,5671
21.771667,5671
21.773333,5671
21.775,5670
21.776667,5669
21.778333,5666
21.78,5660
21.781667,5654
21.783333,5650
21.785,5643
21.786667,5640
21.788333,5640
21.79,5640
21.791667,5638
21.793333,5638
21.795,5639
21.796667,5638
21.798333,5637
21.8,5637
21.801667,5637
21.803333,5638
21.805,5641
21.806667,5642
21.808333,5642
21.81,5643
21.811667,5646
21.813333,5648
21.815,5650
21.816667,5654
21.818333,5662
21.82,5668
21.821667,5675
21.823333,5680
21.825,5686
21.826667,5693
21.828333,5701
21.83,5706
21.831667,5712
21.833333,5718
21.835,5726
21.836667,5733
21.838333,5738
21.84,5745
21.841667,5756
21.843333,5766
21.845,5773
21.846667,5778
21.848333,5787
21.85,5793
21.851667,5797
21.853333,5798
21.855,5800
21.856667,5800
21.858333,5799
21.86,5796
21.861667,5787
21.863333,5780
21.865,5775
21.866667,5767
21.868333,5759
21.87,5753
21.871667,5747
21.873333,5740
21.875,5735
21.876667,5727
21.878333,5718
21.88,5713
21.881667,5707
21.883333,5700
21.885,5695
21.886667,5692
21.888333,5686
21.89,5682
21.891667,5677
21.893333,5670
21.895,5664
21.896667,5661
21.898333,5659
21.9,5658
21.901667,5658
21.903333,5660
21.905,5662
21.906667,5665
21.908333,5666
21.91,5666
21.911667,5668
21.913333,5672
21.915,5677
21.916667,5681
21.918333,5686
21.92,5691
21.921667,5695
21.923333,5697
21.925,5700
21.926667,5702
21.928333,5705
21.93,5707
21.931667,5709
21.933333,5708
21.935,5709
21.936667,5707
21.938333,5703
21.94,5699
21.941667,5695
21.943333,5687
21.945,5679
21.946667,5669
21.948333,5659
21.95,5650
21.951667,5645
21.953333,5637
21.955,5630
21.956667,5626
21.958333,5617
21.96,5609
21.961667,5600
21.963333,5592
21.965,5582
21.966667,5572
21.968333,5565
21.97,5554
21.971667,5545
21.973333,5536
21.975,5526
21.976667,5518
21.978333,5512
21.98,5509
21.981667,5507
21.983333,5503
21.985,5503
21.986667,5499
21.988333,5496
21.99,5494
21.991667,5492
21.993333,5491
21.995,5490
21.996667,5489
21.998333,5490
22,5492
22.001667,5494
22.003333,5493
22.005,5493
22.006667,5495
22.008333,5497
22.01,5496
22.011667,5496
22.013333,5495
22.015,5495
22.016667,5495
22.018333,5493
22.02,5493
22.021667,5492
22.023333,5491
22.025,5492
22.026667,5491
22.028333,5489
22.03,5486
22.031667,5486
22.033333,5488
22.035,5490
22.036667,5491
22.038333,5490
22.04,5489
22.041667,5489
22.043333,5486
22.045,5480
22.046667,5477
22.048333,5477
22.05,5478
22.051667,5479
22.053333,5477
22.055,5475
22.056667,5474
22.058333,5475
22.06,5476
22.061667,5473
22.063333,5472
22.065,5471
22.066667,5471
22.068333,5473
22.07,5476
22.071667,5480
22.073333,5485
22.075,5491
22.076667,5498
22.078333,5503
22.08,5509
22.081667,5517
22.083333,5528
22.085,5540
22.086667,5553
22.088333,5565
22.09,5577
22.091667,5590
22.093333,5603
22.095,5614
22.096667,5626
22.098333,5640
22.1,5657
22.101667,5677
22.103333,5696
22.105,5721
22.106667,5747
22.108333,5776
22.11,5807
22.111667,5837
22.113333,5872
22.115,5910
22.116667,5951
22.118333,5995
22.12,6043
22.121667,6098
22.123333,6154
22.125,6213
22.126667,6276
22.128333,6343
22.13,6420
22.131667,6494
22.133333,6570
22.135,6647
22.136667,6721
22.138333,6795
22.14,6865
22.141667,6935
22.143333,7009
22.145,7086
22.146667,7168
22.148333,7249
22.15,7326
22.151667,7403
22.153333,7475
22.155,7541
22.156667,7600
22.158333,7659
22.16,7706
22.161667,7745
22.163333,7778
22.165,7800
22.166667,7814
22.168333,7819
22.17,7822
22.171667,7812
22.173333,7793
22.175,7771
22.176667,7736
22.178333,7690
22.18,7635
22.181667,7576
22.183333,7516
22.185,7452
22.186667,7384
22.188333,7310
22.19,7234
22.191667,7155
22.193333,7071
22.195,6979
22.196667,6887
22.198333,6800
22.2,6715
22.201667,6634
22.203333,6556
22.205,6484
22.206667,6416
22.208333,6352
22.21,6291
22.211667,6232
22.213333,6176
22.215,6126
22.216667,6081
22.218333,6042
22.22,6008
22.221667,5984
22.223333,5966
22.225,5958
22.226667,5955
22.228333,5958
22.23,5966
22.231667,5977
22.233333,5993
22.235,6013
22.236667,6035
22.238333,6062
22.24,6095
22.241667,6133
22.243333,6175
22.245,6223
22.246667,6272
22.248333,6324
22.25,6380
22.251667,6440
22.253333,6501
22.255,6561
22.256667,6618
22.258333,6673
22.26,6722
22.261667,6767
22.263333,6807
22.265,6842
22.266667,6874
22.268333,6901
22.27,6920
22.271667,6936
22.273333,6948
22.275,6955
22.276667,6959
22.278333,6956
22.28,6950
22.281667,6931
22.283333,6903
22.285,6868
22.286667,6824
22.288333,6782
22.29,6736
22.291667,6687
22.293333,6638
22.295,6588
22.296667,6538
22.298333,6481
22.3,6424
22.301667,6365
22.303333,6306
22.305,6253
22.306667,6200
22.308333,6149
22.31,6100
22.311667,6056
22.313333,6015
22.315,5974
22.316667,5934
22.318333,5894
22.32,5857
22.321667,5822
22.323333,5794
22.325,5767
22.326667,5743
22.328333,5721
22.33,5702
22.331667,5681
22.333333,5658
22.335,5638
22.336667,5615
22.338333,5596
22.34,5581
22.341667,5567
22.343333,5558
22.345,5549
22.346667,5542
22.348333,5532
22.35,5525
22.351667,5519
22.353333,5512
22.355,5507
22.356667,5504
22.358333,5501
22.36,5498
22.361667,5494
22.363333,5491
22.365,5489
22.366667,5490
22.368333,5490
22.37,5490
22.371667,5488
22.373333,5485
22.375,5483
22.376667,5481
22.378333,5479
22.38,5478
22.381667,5479
22.383333,5482
22.385,5483
22.386667,5483
22.388333,5483
22.39,5480
22.391667,5478
22.393333,5478
22.395,5478
22.396667,5479
22.398333,5480
22.4,5484
22.401667,5488
22.403333,5491
22.405,5492
22.406667,5494
22.408333,5497
22.41,5498
22.411667,5500
22.413333,5503
22.415,5504
22.416667,5507
22.418333,5511
22.42,5516
22.421667,5519
22.423333,5521
22.425,5524
22.426667,5525
22.428333,5531
22.43,5536
22.431667,5540
22.433333,5545
22.435,5549
22.436667,5554
22.438333,5556
22.44,5557
22.441667,5558
22.443333,5559
22.445,5561
22.446667,5564
22.448333,5566
22.45,5568
22.451667,5569
22.453333,5570
22.455,5570
22.456667,5570
22.458333,5569
22.46,5568
22.461667,5565
22.463333,5564
22.465,5563
22.466667,5561
22.468333,5560
22.47,5558
22.471667,5557
22.473333,5557
22.475,5556
22.476667,5555
22.478333,5553
22.48,5552
22.481667,5548
22.483333,5543
22.485,5538
22.486667,5531
22.488333,5529
22.49,5529
22.491667,5530
22.493333,5533
22.495,5536
22.496667,5540
22.498333,5541
22.5,5540
22.501667,5536
22.503333,5533
22.505,5531
22.506667,5527
22.508333,5524
22.51,5520
22.511667,5517
22.513333,5514
22.515,5512
22.516667,5512
22.518333,5513
22.52,5513
22.521667,5512
22.523333,5510
22.525,5508
22.526667,5505
22.528333,5502
22.53,5500
22.531667,5496
22.533333,5493
22.535,5491
22.536667,5488
22.538333,5486
22.54,5485
22.541667,5484
22.543333,5483
22.545,5484
22.546667,5487
22.548333,5489
22.55,5489
22.551667,5489
22.553333,5491
22.555,5492
22.556667,5495
22.558333,5498
22.56,5500
22.561667,5508
22.563333,5516
22.565,5524
22.566667,5532
22.568333,5542
22.57,5554
22.571667,5567
22.573333,5584
22.575,5603
22.576667,5626
22.578333,5653
22.58,5679
22.581667,5710
22.583333,5746
22.585,5783
22.586667,5819
22.588333,5857
22.59,5897
22.591667,5945
22.593333,5996
22.595,6049
22.596667,6102
22.598333,6158
22.6,6216
22.601667,6273
22.603333,6331
22.605,6396
22.606667,6467
22.608333,6544
22.61,6622
22.611667,6700
22.613333,6772
22.615,6839
22.616667,6901
22.618333,6959
22.62,7011
22.621667,7064
22.623333,7115
22.625,7164
22.626667,7209
22.628333,7254
22.63,7290
22.631667,7319
22.633333,7348
22.635,7371
22.636667,7387
22.638333,7395
22.64,7399
22.641667,7396
22.643333,7385
22.645,7365
22.646667,7333
22.648333,7297
22.65,7263
22.651667,7233
22.653333,7208
22.655,7185
22.656667,7169
22.658333,7152
22.66,7129
22.661667,7096
22.663333,7051
22.665,7002
22.666667,6953
22.668333,6908
22.67,6868
22.671667,6831
22.673333,6800
22.675,6769
22.676667,6739
22.678333,6707
22.68,6672
22.681667,6637
22.683333,6601
22.685,6566
22.686667,6534
22.688333,6500
22.69,6467
22.691667,6431
22.693333,6393
22.695,6358
22.696667,6322
22.698333,6286
22.7,6252
22.701667,6226
22.703333,6205
22.705,6185
22.706667,6165
22.708333,6140
22.71,6112
22.711667,6085
22.713333,6060
22.715,6035
22.716667,6013
22.718333,5999
22.72,5988
22.721667,5979
22.723333,5970
22.725,5960
22.726667,5950
22.728333,5943
22.73,5939
22.731667,5939
22.733333,5937
22.735,5940
22.736667,5942
22.738333,5947
22.74,5955
22.741667,5962
22.743333,5971
22.745,5980
22.746667,5994
22.748333,6009
22.75,6019
22.751667,6029
22.753333,6039
22.755,6052
22.756667,6062
22.758333,6071
22.76,6079
22.761667,6084
22.763333,6089
22.765,6094
22.766667,6097
22.768333,6098
22.77,6098
22.771667,6097
22.773333,6093
22.775,6087
22.776667,6078
22.778333,6066
22.78,6051
22.781667,6037
22.783333,6019
22.785,6000
22.786667,5980
22.788333,5960
22.79,5940
22.791667,5920
22.793333,5901
22.795,5884
22.796667,5865
22.798333,5846
22.8,5824
22.801667,5804
22.803333,5785
22.805,5767
22.806667,5748
22.808333,5730
22.81,5714
22.811667,5698
22.813333,5684
22.815,5667
22.816667,5652
22.818333,5638
22.82,5629
22.821667,5620
22.823333,5608
22.825,5597
22.826667,5587
22.828333,5577
22.83,5570
22.831667,5563
22.833333,5560
22.835,5559
22.836667,5559
22.838333,5557
22.84,5553
22.841667,5552
22.843333,5550
22.845,5551
22.846667,5553
22.848333,5557
22.85,5562
22.851667,5569
22.853333,5573
22.855,5576
22.856667,5579
22.858333,5586
22.86,5591
22.861667,5600
22.863333,5608
22.865,5617
22.866667,5626
22.868333,5638
22.87,5647
22.871667,5655
22.873333,5661
22.875,5665
22.876667,5671
22.878333,5678
22.88,5685
22.881667,5695
22.883333,5703
22.885,5713
22.886667,5722
22.888333,5728
22.89,5732
22.891667,5733
22.893333,5735
22.895,5736
22.896667,5738
22.898333,5739
22.9,5739
22.901667,5741
22.903333,5744
22.905,5744
22.906667,5746
22.908333,5747
22.91,5747
22.911667,5745
22.913333,5741
22.915,5737
22.916667,5732
22.918333,5726
22.92,5719
22.921667,5711
22.923333,5704
22.925,5698
22.926667,5693
22.928333,5686
22.93,5679
22.931667,5672
22.933333,5663
22.935,5653
22.936667,5644
22.938333,5634
22.94,5624
22.941667,5616
22.943333,5611
22.945,5603
22.946667,5595
22.948333,5584
22.95,5574
22.951667,5565
22.953333,5556
22.955,5548
22.956667,5541
22.958333,5532
22.96,5526
22.961667,5520
22.963333,5511
22.965,5502
22.966667,5497
22.968333,5492
22.97,5487
22.971667,5486
22.973333,5483
22.975,5477
22.976667,5474
22.978333,5469
22.98,5465
22.981667,5461
22.983333,5458
22.985,5456
22.986667,5453
22.988333,5451
22.99,5446
22.991667,5442
22.993333,5440
22.995,5438
22.996667,5439
22.998333,5439
23,5440
23.001667,5443
23.003333,5445
23.005,5447
23.006667,5447
23.008333,5450
23.01,5451
23.011667,5450
23.013333,5451
23.015,5449
23.016667,5448
23.018333,5449
23.02,5452
23.021667,5454
23.023333,5460
23.025,5465
23.026667,5468
23.028333,5469
23.03,5471
23.031667,5471
23.033333,5470
23.035,5470
23.036667,5472
23.038333,5472
23.04,5474
23.041667,5476
23.043333,5479
23.045,5481
23.046667,5483
23.048333,5485
23.05,5485
23.051667,5485
23.053333,5486
23.055,5483
23.056667,5483
23.058333,5483
23.06,5483
23.061667,5485
23.063333,5487
23.065,5492
23.066667,5496
23.068333,5499
23.07,5501
23.071667,5501
23.073333,5503
23.075,5506
23.076667,5506
23.078333,5507
23.08,5508
23.081667,5512
23.083333,5514
23.085,5516
23.086667,5517
23.088333,5516
23.09,5517
23.091667,5516
23.093333,5513
23.095,5511
23.096667,5508
23.098333,5506
23.1,5506
23.101667,5505
23.103333,5506
23.105,5505
23.106667,5509
23.108333,5514
23.11,5518
23.111667,5523
23.113333,5528
23.115,5531
23.116667,5533
23.118333,5536
23.12,5538
23.121667,5539
23.123333,5541
23.125,5545
23.126667,5549
23.128333,5553
23.13,5558
23.131667,5563
23.133333,5569
23.135,5578
23.136667,5586
23.138333,5595
23.14,5605
23.141667,5616
23.143333,5628
23.145,5640
23.146667,5651
23.148333,5664
23.15,5675
23.151667,5684
23.153333,5689
23.155,5698
23.156667,5705
23.158333,5715
23.16,5728
23.161667,5740
23.163333,5752
23.165,5763
23.166667,5771
23.168333,5777
23.17,5780
23.171667,5784
23.173333,5787
23.175,5791
23.176667,5793
23.178333,5793
23.18,5793
23.181667,5794
23.183333,5796
23.185,5798
23.186667,5799
23.188333,5802
23.19,5801
23.191667,5797
23.193333,5793
23.195,5787
23.196667,5781
23.198333,5773
23.2,5763
23.201667,5752
23.203333,5742
23.205,5731
23.206667,5721
23.208333,5713
23.21,5707
23.211667,5702
23.213333,5699
23.215,5695
23.216667,5688
23.218333,5683
23.22,5675
23.221667,5666
23.223333,5658
23.225,5648
23.226667,5641
23.228333,5634
23.23,5629
23.231667,5627
23.233333,5624
23.235,5625
23.236667,5624
23.238333,5621
23.24,5619
23.241667,5615
23.243333,5612
23.245,5607
23.246667,5602
23.248333,5601
23.25,5599
23.251667,5599
23.253333,5599
23.255,5598
23.256667,5595
23.258333,5589
23.26,5584
23.261667,5580
23.263333,5575
23.265,5571
23.266667,5566
23.268333,5562
23.27,5556
23.271667,5552
23.273333,5545
23.275,5538
23.276667,5533
23.278333,5530
23.28,5527
23.281667,5526
23.283333,5523
23.285,5522
23.286667,5521
23.288333,5521
23.29,5517
23.291667,5511
23.293333,5506
23.295,5500
23.296667,5496
23.298333,5496
